text,true_label,pred_label
"Breaking Dawn starts in a Californian college as Professor Simon (associate producer Joe Morton) tells his students that they have to perform an intensive six week study of a mental patient in Cape State Hospital as a crucial part of their education, fail & they will never become qualified Doctors. A bright, young, attractive & intelligent student named Eve (Kelly Overton) is given a particularly difficult patient to study. His name is Don Wake (James Haven) & is a convicted killer, he was found covered in blood besides the dead body of a woman (Diane Verona) & her young daughter (Jenette McCurdy). At first Don won't even look at Eve much less talk to her, but like the trooper she is Eve persists in trying to figure him out. Eventually Don begins to talk but what he says frightens Eve, he says that someone is watching her & mentions the name Malachay. Eve then begins to see a dark shadowy figure at her every turn, as Don churns out the conspiracy theories & bizarre statements Eve slowly begins to lose her mind as the line between fantasy & reality becomes more & more blurred. Is there something more to the supposed nonsense that Don talks other than being the insane ravings of a psychiatric patient...?<br /><br />Written & directed by Mark Edwin Robinson I have nothing but negative feelings towards Breaking Dawn. Now, we all like a good twist ending, the sort of ending which catches us unawares, surprises us, works well with the rest of the film & stays in our memory like the cool twist endings to The Sixth Sense (1999) & Fight Club (1999) to name just two good examples & to a lesser extent the endings to films such as Scream (1996) where the identity of the killer comes a nice surprise & isn't that obvious. Then, of course, there are films whose endings spoil everything that has gone before & as an example lets take, oh I don't know lets say Breaking Dawn because I have never seen such an awful ending to a film, never. Breaking Dawn starts out as a decent psychological horror thriller with spooky things starting to happen to Eve, it's not the most action packed film ever by any stretch of the imagination but it holds ones interest, it's not the most absorbing film ever either but it is more than watchable & it's not that bad a film until the twist ending, I have to keep mentioning it because everything else up to that point (which was OK to be fair to it) suddenly becomes irrelevant. I am sure there are people out there who think they have this muddled mess of an ending figured out down to the last detail, all I can say is that no one will be able to explain this thing in a satisfactory way to me & as far as I'm concerned it doesn't make a bit of sense & never will. Breaking Dawn is crap & it's a waste of time watching it to be rewarded with the lamest ending in film history, it's as simple & straight forward as that.<br /><br />Director Robinson doesn't half make a mess of what could have been a decent thriller, maybe he thought what he had shot would play out OK or maybe it was ruined in the editing room but I'd imagine it was more likely down to a rubbish script as he tries to tie all the absurdities together within the space of a few muddled minutes & give us all a happier than happy final shot. He builds the tension quite well during the first 80 odd minutes but it's all for nought at the end of the day.<br /><br />Technically Breaking Dawn is fine & it is generally well made throughout. The acting is pretty good, Overton is nice & easy on the eyes & puts in a decent performance. Was it just me or did the guy who played Don look like John Morghen star of such Italian sleaze classics as Cannibal Apocalypse (1980), City of the Living Dead (1980), The House on the Edge of the Park (1980), Cannibal Ferox (1981), Stagefright (1987) & The Church (1989)? OK, maybe it was just me...<br /><br />Breaking Dawn is rubbish, I hated it all because of the final few minutes. Don't get me wrong it wasn't exactly getting me excited up to that point but it was OK. Definitely one to avoid as far as I'm concerned although it seems to have it's fair share of positive comments on the IMDb...",0,1
Although the story is good and portrayals what I expected of Sam Elliot my DVD copy contained almost unbearable synchronization problems. The dialogue was almost 3 seconds behind the lip movement throughout the whole film.<br /><br />I would therefore be very careful in purchasing any DVD of the film without checking for the problem.<br /><br />I would also follow the recommended censors classifications particularly in relation to language and drug usage.<br /><br />This film could become a silent classic cop movie and with the above cautionary notes I can recommend it to prospective viewers,0,1
"You'd hardly know that a year later MGM put Norma Shearer in THE DIVORCEE which glows with MGM technical know how. How far they came in one year. CHENEY is a very stagey early talkie. The camera hardly moves. Shearer is her usual charming self and Rathbone does well in a romantic leading role. They are all very careful to speak clearly and slowly into the microphone source which does mitigate against a naturally flowing dramatic scene, but the play is a sturdy and fun warhorse so one can enjoy oneself if one's expectations are not too high. Oh, by the way, the plot involves a ring of upper class jewel thieves who infiltrate themselves into society to prey on their victims. There are some clever twists in the script and true love conquers all. An Oscar nom for Best Screenplay Adaptation.",0,1
"I saw this movie as part of a Billy Graham program. The church I attend was part of a community wide outreach to present God and Christianity to our community (Hartford, Ct. USA). I was one of the counselors who helped attendees (who were invited to come forward and make whatever kind of religious profession they wanted...and to follow up on them after the movie. As such, it did what it was supposed to do, and I personally found it to be a medium to strengthen my faith in God.I also found it to be very helpful to those I counseled. I especially like the work of Kim Darby in this movie. And the parents (the Wintons?) were , in a way, a little overdrawn....no one says to their child if they think that he or she may be the parent of an illegitimate child something like the Wintons did ""oh, no, no, not thaaat."" That isn't exactly what they said, but the sympaathetic audience I saw had a laugh at whatever it was they did say, and also at the son's emphatic ""No, MOm, not me."" Don Berghuis",0,1
"It is OK movie if it would be done by high school kids for their friends. It is way below limits be called ""professional"". There isn't plot, no actors' play and visual looks like you see it through the plastic film. I was so glad that I have FF button on my remote, 32x worked really well. I understand that everyone need to start somewhere, but it shouldn't be reason to bring it to the public. If you have concerns about quality and budget - ""Open water"" was made on $60000 and more than half went to the guy who provided the security in the ocean and trained sharks. And that movie looks 100 times more professional and it was an event in the indy film-making.",0,1
"I bought this out of curiosity. How did John Carradine (who died in 1988) and Cameron Mitchell (who died in 1994) make appearances in a film made in 1995? Thanks to the miracle of unused film can footage that's probably been sitting on a shelf somewhere for ten years, that's how! You can tell because the film stock used to shoot their scenes doesn't match the film used for shooting ""Jack-O."" The curse of Ed Wood lives on. The good thing for both Carradine and Mitchell is that this is exactly the kind of movie you'd expect to find on both of their filmographies. Same goes for Scream Queens Linnea Quigley, Brinke Stevens and Dawn Wildsmith.<br /><br />The setting is Oakmoor Crossing on Halloween, and some kind of curse is released when dumb, beer-guzzling teens disrupt a grave. The result: a hulking killer with a scythe and a big plastic pumpkin on his head! He (it?) goes after the wholesome Kelly family for revenge (and kills others who get in his way). The father opens a Haunted Garage for the neighborhood kiddies. The son (Ryan Latshaw, son of the director) has one continuous, perplexed facial expression for all his scenes and one hilariously badly acted dramatic scene lying in a grave. At least he's a kid. The mother's eyes about pop out of her head while she strains to read her dialogue. There is also an annoying woman who shows up to explain things who seems to be trying to phonetically pronounce all of her dialogue.<br /><br />So what about the name actors? You see Stevens, Wildsmith and Mitchell briefly on a TV screen (they're used to pad out the time). Linnea has a bigger role as a babysitter, and she does exactly what she can with it. Her enthusiastic performance helps a little bit. There's also one out-of-nowhere laugh when an ultra-conservative couple who watch a Rush Limbaugh clone on TV bite it. The woman slips on a rug and stabs a toaster with a knife. She's electrocuted and the end result looks like a flame-broiled Muppet.<br /><br />All and all, pretty entertaining stuff! I wasn't bored!",0,1
"This is, without a doubt, the most hilarious movie I've ever seen. Seriously, if the makers of this movie are ever discovered, they'll put guys like Jim Carrey out of a job. Rent ""Jack-O"" tonight! Believe me, you won't regret it!",0,1
"The people who bash this movie were looking for it to be as cool and slick as the first one, which this isn't. This movie was supposed to be the complete opposite as Ocean's 11. This has been said by a lot of the cast members and also the director, Steven Soderbergh. Ocean's 12, while it did lack a gripping plot, is being bashed because it was different then what people wanted. If it were released before Ocean's 11, it would be taken much differently, not as a failed sequel. The problem with sequels is people go into it with a preset idea of what it should be like it and have lots of expectations. They should go into this movie with an open mind and not expect it to be ""Ocean's 11, again"".",0,1
"This is so embarrassing. It's a REMAKE of The Wedding Singer, which happens to be my favorite movie which gives me another reason to disapprove of this film. It has the same plot, same jokes, same characters. Jeez, people need to be more original.",0,1
"First of all, the genre of this movie isn't comedy, it's more of a drama.<br /><br />I had low expectations on the movie, and still they didn't come up them. As some of the other reviews point out, there are some nice music in the movie. But if you want to listen to good music I suggest spend the time looking at some concert recording with Bon Jovi, or Mötley Crue, it'll be more quality time.<br /><br />Last, if you want to watch a GOOD movie in this rock'n'roll genre, I recommend ""Almost Famous"".",0,1
"the movie is precious, and cage is a babe. <br /><br />but will anyone agree with me in saying that the punk representation in this movie is ATROCIOUS?!?! <br /><br />where's the clash? the ramones?? misfits? social distortion? the cramps?? sex pistols?! ANYONE?!?!?!?! the music is this movie is incredibly disappointing! at LEAST they play the cure.<br /><br />plus, randy's feathered hair and pleated khakis...<br /><br />this definitely looks like a movie about ""punks"" the way that a bunch of movie industry squares see punks.<br /><br />although it's a 90's movie, SLC punk paints a much more accurate picture of the punk rock scene in the early 1980's. just sayin'.",0,1
"Larry is a perfect example of the Democratic Party in the United States, of which he is a staunch member. King used to be somewhat fair and unbiased and had a variety of guests on. The Party used to be centrist, too, but that was another era. Now, like, Larry, it's Far Left. <br /><br />At least 90 percent of all the guests on King's show in the past year or two are Liberals who sit there and bash President Bush and every Conservative they can think of.....night after night. Bill Mahar, one of the more viscous ones, is - and you can look this up - the most frequent guest in the history of King's TV show. You can count on other outspoken Left Wingers to be on King's show each week, but don't hold your breath waiting for a Conservative. They are few and far between.<br /><br />King was also one of the innovators of the media overkill. That all began with the O.J. Simpson trial. Night after night after night that's all you ever saw back in the mid '90s. Whatever latest gossip on Anna Nicole Smith, or the Petersen murder case, or Paris Hilton, Britney Spears or some other tabloid subject, you can bet Larry will beat it to death. Sadly, all the other networks do the same thing now. Larry was a leader in that regard.<br /><br />King also has the nerve to sometimes give advice, such as on marriage. I am not kidding; I 've heard him say it. The joke is that he has been married and divorced a half dozen times! This man has few scruples, believe me. When it comes to morality, he is clueless. Maybe that's why he has Dr. Phil on, to explain some facts of life to him regularly. Larry will nod, but he doesn't understand any more than when Billy Graham used to talk to him.<br /><br />King also is becoming famous for the ""softball"" interview, meaning he asks no hard questions. That is a lot due to the fact that most his guests are of his political persuasion. People know being on King's show is liking having an hour public relations gig.<br /><br />What all this has meant is a serious decline in ratings the past five years. People see through him and his Liberal-and-tabloid-TV mentality and switched over from King and CNN to Fox News.",0,1
"Ron Howard and his ""editors"" only had one job to do... Follow the guidelines of the book which was ""rich"", ""mysterious"", ""moving"" and highly cinematic in its approach! <br /><br />What they did? They changed EVERYTHING and I mean EVERYTHING! What is left is something that has no right being called ""Angels & Daemons""! <br /><br />I really love the book and find it very hard to see it being treated this way!<br /><br />I wonder what was the opinion of Dan Brown himself for ""this"" film.<br /><br />I really have no patience to sit down and right the 1.000.000 changes they made, it is pointless.......",0,1
"I was really looking forward to seeing this movie, having spent a few (fantastic) college weeks in Barcelona myself. The premise is right on cue--a confused & disordered young individual enters a world of equally confused & disordered young individuals. But the director's weak swats at symbolism, philosophy and social commentary were completely off the mark, and it leaves us, the audience, feeling confused & disordered. Bravo.<br /><br />Perhaps if this movie had been presented as a European ""American Pie"" flick, then I'd be able to turn off my brain and go along for the ride. But right off the bat, the director piques our deeper senses by introducing the symbolism of the twisted highways and the dichotomy of the ""inner self"" vs. the ""public self"" (one's ""mother tongue"" vs. one's ""secondary language""). Furthermore, it dives boldly into the subject of racial/national stereotyping. Off to an interesting start, eh?<br /><br />WRONG. That's as far as it goes. These interesting topics are hardly mentioned again except at the contrived epilogue-type ending which seemed to be the director's way of floundering to get back on topic. It reminded me of a meandering speech which goes nowhere, but the speaker ends by saying, ""So in conclusion, I hope you see how this relates to my original thought!""<br /><br />Furthermore, as other reviewers have pointed out, the cynical jab at stereotyping betrays itself. If the point is to ridicule the use of national stereotypes, then why did the director introduce a cockney-speaking, beer-swilling English brat as a caricature of prejudice? Why did the director portray the American as a neanderthal (literally banging his chest & making ape noises at one point) whilst the Europeans tolerate him superciliously? Why is the British girl the one who sinks to uttering slurs (calling French people ""frogs"" and butchering the French language) while everyone else is above all that? The answer is that this isn't a deep or well-thought out film. It's simply an Anglophobe's retort to the Anglophiles. But really it's no different from the prejudice it seeks to ridicule! Now there's a funny irony to consider.<br /><br />OK, philosophy, artistry & socio-political commentary aside, I was still very bored by this movie. There is one very funny gag which involves deceiving one of the girls' boyfriends, but aside from that I was hardly entertained at all. The only reason why I watched it through to the end is that I'd like to brush up on my French & Spanish. (You see, we monolingual Americans may be stupid, but we do try.)",0,1
"When I was 8 years old, and going through my Marx Brothers phase, my father read in the TV Guide that they were showing the Marx Brothers film, ""The Big Store"" late on Friday night, and set the VCR to tape it for me. When I woke up on Saturday -- due no doubt to a misprint in the TV guide -- my father and I discovered ""The Story of Mankind"" had been recorded instead.<br /><br />""The Big Store"" was probably one of the least funny of all the Marx Brothers movies and nevertheless it stands as one of the century's finest works of cinema when compared with ""The Story of Mankind."" I can almost justify TV Guide's error, in that the Marx Brothers -- Groucho, Chico, and Harpo -- appear in both movies. Although in ""The Story of Mankind,"" they are divided up into a series of unrelated scenes: Groucho plays Peter Minuit, Chico plays some guy talking to Christopher Columbus, and Harpo plays Isaac Newton????? Harpo's scene lasts about half a minute; Chico only has two or three lines; Groucho's scene is at least funny, but horribly racially insensitive by today's standards. The rest of the movie doesn't bear mentioning. They trotted out some of the finest actors of the day, and made them recite total garbage. What a disappointment.<br /><br />TV Guide, I sent you a nice letter, I'm still waiting for an apology.<br /><br />For the record: ""The Big Store"" has a wonderful bit of physical comedy with the Marx Brothers on roller skates, and a couple of songs by Virginia O'Brien. I was really looking forward to seeing it.",0,1
"I can't understand why many seem to hate this.<br /><br />This movie ties together many of the overlapping settings of the historical and Biblical epics of the fifties, using set pieces, props, and costumes similar to those seen in other movies. Here, however, the story attempts to run through all of human history, with a frame story about the human race being on trial, with a guilty verdict meaning h-bombs will go off all over the world. The prosecutor is the devil, played with fiendish glee by Vincent Price. OK, so it's a little hokey calling the defender ""The Spirit of All Men,"" but I think that's one of the things that gives this movie a sense of period charm. The Spririt of Man is incidentally played quite well by Ronald Coleman, in his last film. It is also the last movie in which Groucho, Harpo, and Chico Marx all appear, but not together. Groucho plays Peiter Minuet buying Manhattan from the Indians, in a scene played purely for campy humor. Chico isn't funny at all as a monk who thinks the world is flat, and Harpo, we are told, is meant to be Isaac Newton, discovering gravity. Most of the other performances are well done, though.<br /><br />Other hokey things are that the trial is supposedly taking place in outer space, which is depicted as a region of clouds and blueness. There is something called ""The Great Clock of Outer Space,"" which, when striking midnight, may signal the end of the world.<br /><br />But at its heart, the movie addresses the problems of WMDs and the eternal question of whether Man is basically good, or basically evil; and poses it in what I think is an interesting way. Also, anyone who likes the look of costume epics of the fifties should like the look of this movie.",0,1
"'Felony' is a B-movie. No doubt about it.<br /><br />Of course, if you take a look at the cast lineup you might have some high hopes for its entertainment potential. This film is stuffed with all of those wonderful character actors that you grew up with, the ones with the faces you immediately recognize even though you probably don't know their names. It's amazing that the filmmakers were able to get all of these people together on one project, almost like they decided to do a B-movie actor reunion. The cast even includes a couple of really first-rate actors: David Warner, who most people will recognize from 'Titanic' (although my favorite of his roles is Jack the Ripper in 'Time After Time') and Lance Henriksen, who many will remember as Bishop in 'Aliens'. These two actors have done some excellent work in their long careers and made some very fine films.<br /><br />However, as impressive as this collection of actors is, their talent is never fully manifested on the screen. The writers of 'Felony' spent a lot of money to assemble a dream-team cast and then missed their golden opportunity because of one important factor, the common denominator of all B-movies: a silly script.<br /><br />We start with a silly premise. The bad guys are caught on tape committing a gruesome murder and they relentlessly pursue the film crew in order to acquire the videotape and destroy the evidence. But honestly, why bother? In the time it takes them to track down the film crew, a thousand copies of that tape could be made and circulated to every law enforcement agency and media outlet. The criminals don't seem to realize how futile their effort is, and they talk as if stealing and destroying the one original videotape is going to solve the whole problem. Silly...but I suppose if the bad guys were so logical there would be no movie.<br /><br />Then there is the dialogue. It is at times silly, at times cliché, and at times unbelievable...everything you have come to expect from a B-movie. Of course, I have always believed that strong performances can overcome a lot of weaknesses in the material. This cast includes actors who are definitely capable of strong performances, and although a number of the cast members are not good actors at all and have achieved B-movie status quite deservedly, one still might be hopeful that the stronger part of the cast would be able to infuse some life into their parts. However, it's disappointing to see that few of the actors in this film really seem to take the movie seriously enough to give it their best shot. There's not much inspiration evident in these performances, but then again it's an uninspiring script. Now, I'll admit that some of the more colorful actors in the cast do manage to add a certain amount of pizazz into the delivery of their lines, but honestly, even the very fine actors I mentioned earlier seem mostly disinterested and uninvolved with the story.<br /><br />Speaking of the story...even if the acting had been of a high enough caliber that it made the dialogue seem a little less cheesy, it still would not redeem 'Felony' from the fact that its writer commits the ultimate faux pas of low budget action movie scripts: a plot with as many holes as a block of Swiss cheese. You can watch this movie a hundred times and you still won't figure out how everything adds up. In an effort to create suspense and always keep the viewer guessing, the writer throws in all kinds of surprises and unexpected twists into his script and ends up with a jigsaw puzzle, but when you get to the end you find there are a bunch of pieces that just don't fit anywhere and others that are missing. I admire a good thriller that keeps me guessing, but creating plot twists that exist just to confuse you and which are not consistent with the rest of the story is amateurish. There was so much that was never explained that I felt extremely frustrated at the end. If you decide to watch it, be prepared to be confused.<br /><br />I haven't even mentioned all kinds of other silly things about this movie, but I won't bother. The funny thing is that despite everything I've said, I have to admit that I can't give 'Felony' 1/10 stars. Although I can't exactly put my finger on why, I actually found this film to be somewhat likable. The silliness can actually be fun at times if you are in the mood for it. Plus, I really like some of these character actors, and even though their performances are somewhat lackluster considering their talents, I still got a kick out of seeing them.<br /><br />Now, I realize I have been rating this film from the standpoint of a serious moviegoer. It's entirely possible I have completely missed the point. It could be that the filmmakers' intention all along was to make a B-movie. Maybe the silliness is all completely intentional. If that's the case, and if I were to rate it on those terms, I would have to say that 'Felony' is a classic in the genre of tongue-in-cheek action flicks. B-movie fans will love seeing all of their favorite actors together in one film, will get some chuckles from the script, and will be entertained by the healthy dose of guns, explosions, and chases.",0,1
"All those who are into the PC culture are aghast at the dogmatic Christian view of this film, claiming it contains racist ideation and/or religious intolerance.<br /><br />Those who don't care about this, but are oriented towards slick production values and competent acting are dismayed at the lack of such here.<br /><br />Those who decry both of these are apoplectic that this production was let loose on the general public, as evidenced in comments here.<br /><br />What is an interesting premise, which isn't original, but is a combination of GHOST and FROM BEYOND, is dealt with in a rather immature manner in this film, yet done with gusto. What the crew and actors lacked in sensibility, professional abilities and technical expertise is somewhat offset by the intensity they display.<br /><br />It isn't nearly as bad as many here think, and would have been fine in the hands of someone with maturity and common sense, and it is enough below mediocrity to elicit laughs and groans. However, it unfolds with enough intensity to keep interest throughout, and is close to on par with a Corman-produced entry of his earliest period of work, or the material of Arkoff or Sam Katzman. If you get it for $2 (or less) as did I, you won't feel disappointed, but will wish you could have had a say in how it was made.",0,1
"The person making taffy in this movie was so realistic. That person must have been trained so well! If I were buying taffy from the store featured in this fine romantic comedy, I would demand to be served by the guy who trained the person who played the guy selling taffy.",0,1
"Committed doom and gloomer Peter Watkins goes slummin' across the pond to take on the American justice system circa 1971 with this priceless piece of zeitgeist paranoia that leans so far left it falls over constantly. Watkins is pure tourist as he assembles this our gang tragedy with cliché freaks, hippies and black revolutionaries pitted against trigger happy cops and military and a kangaroo court tribunal made up of disapproving calcified adults making poor fashion statements. Talk about a revolution.<br /><br />In Punishment Park we have radical youth versus corrupt system as dissenters convicted of crimes are given the choice of imprisonment or a three day trek across Punishment Park (Death Valley) and freedom. Of course the law enforcement officials monitoring their journey aren't about to play fair and combined with the stifling heat the fate of our protagonists looks sealed.<br /><br />Punishment Park has elements of Kafka in setting as well as theme. Trials are held under a large canvas tent where shackled prisoners shout defiance at a hardcore love it or leave it group of inquisitors (such as members of Silent Majority for a Peaceful America) who snarl back. Neither group spends much time listening to the other and the proceedings sometime takes on a teen parent battle over the keys to the car look. Mostly its just one side saying what's wrong with America the other saying what's right with no one offering solutions for change. Meanwhile the Punishment Park martyrs stumble endlessly about the dessert while cops with guns act like twelve year olds. It kind of has the look and feel of some of my 70's college film making class when we were younger and knew more then than we do now.<br /><br />Peter Watkins has always been on the side of the underdog and the common man against what he perceives as a corrupt powerful few. Culledon was a strong indictment of military atrocity in 18th century Scotland that still resonates. War Game is a raw sobering look at nuclear aftermath that should be required viewing for all. Punishment Park has its value as well but for other than intended reason. Watkins vision today is a textbook example of the left in full tilt counter culture 70s paranoia and given the times ( Vietnam, Kent State, The Chicago 7) such strident hysteria seemed not that great a distance from the truth. But 35 years later the fever has subsided and Punishment Park with it's unrestrained narrow viewpoint is a pretty silly ride.",0,1
"This movie should have been called ""The Eyes of Alexander"", and they should have done away with the Bogart concept altogether. The film started out with a lighthearted approach to Bogart's legacy and some comical moments with his surgery oriented face, but after the first 15-30 minutes it morphs into a more serious thriller, where two palm size sapphires, purportedly laid as eyes into a marble headpiece of Alexander the Great, for him, and seen by him, right before his death. So the gems are of great value not only because of their quality and size, but also because of the tie to the Greatest conquerer the world has ever known. Being an expert on Alexander qualifies me to say that this is wholly and completely a fiction, but it makes for a good movie anyway. So the film winds around some early silliness and stumbles along with all sorts of Alexander allusions in both the foreground and background (which I really liked), ending with a dated shark attack (you couldn't go to a movie in '79-'80 without some shark showing up to menace the audience). There is a yacht named Euridice (Alexander's father's young wife), a man named Alexander, Philip, Cleitus?, (it's been about 5 years since I've seen the film, so can't remember all the details), Olympias, some street names, and many others. It was fun to watch the film just to try to catch all the background details that the director (obviously an Alexanderphile himself) put in. When all is said and done, the eyes are retrieved and the camera pans in on them on a bed as the credits roll by. Kind of a neat ending. What would have been more fun would be if they went the Indiana Jones way and had an action adventure. There were many, many real artifacts that could have been used to make this more interesting, or instance, the hand-annotated (by Aristotle) version of the Iliad that Alexander kept with him all his life, even on his many journeys across Asia (would be of incalculable value if found today). Olivia Hussey (my all time favorite b-movie actress)is killed off way too early, and should have been the main actress throughout, not the girl from the Momma's and the Poppa's...though she was herself easy on the eyes. If you can find this flick, it might be worth checking out for the historical stuff and to see Olivia Hussey in an extremely funny deadpan humor bit early on, but beyond that, I'd pass on it for something more entertaining.<br /><br />Yours, Nick",0,1
"It's a kinder, gentler Cyborg movie with a love story. Awww. It's not as bad as it sounds. The action, when it is there, is decent and Jack Palance, Elias Koteas, and Angelina Jolie are always dependable. It's the fact that this is a sequel to the terrible Jean Claude Van Damme film, or is that the capper to the Masters of the Universe trilogy? I'm still confused about that. Either way, there was really no need for this movie. What was there a need for? Angelina Jolie. She may play an assassin robot that can explodes mid-coitus, but, what a way to go and even though this is her first movie, she still has the presence that made her an award winner.",0,1
"Of all of the post-1985 Perry Mason movies I have seen, this one is my least favorite.<br /><br />I confess I have never liked Diana Muldaur as an actress. She only seems to know how to play one type of character - a hard-bitten career woman with some undefined chip on her shoulder who for that reason is extremely difficult to in any way sympathize with. This one is no exception - it runs true to form.<br /><br />The only thing that saves this movie, in my opinion, is an earnest performance by Scott Baio as the prosecutor - I actually found myself rooting for him to win, and the movie is worth seeing for him alone.",0,1
"OK so it's not great either, but only because of how great Laurel and Hardy have been in the past. If this film received a total overhaul, with picture quality enhanced, add new dubbing to the badly dubbed voices and added a nice unobtrusive background music then this film would truly start to take shape. As it is, it does have it's problems. People do slate it for how old the boys look. Quel surprise! they were in their 60's and had led a 'life'. However, to me, they still came across as having bucketfulls of charm, and while this doesn't even come close to tickling the feet of their classics( I gave it a 4), it's worth a watch simply because it's them. To think otherwise would be impostorous!!",0,1
"""Atoll K"" aka ""Utopia"" is one of Hollywood's saddest swan songs. Filmed in France, ""The Land That Loves Lewis (Jerry)"" in 1950 and released the following year after a five-year layoff, the boys are in truly terrible shape physically. However, they aren't in nearly as bad a shape as the script.<br /><br />This movie is one of the un-funniest ""comedies"" ever filmed.<br /><br />It's painful to see this legendary team, the funniest duo in the history of motion pictures, the twosome that made ""The Devil's Brother"" (1933), ""The Music Box,"" (1932),""Pack Up Your Troubles"" (also 1932), ""Babes In Toyland"" (1934), ""Bonnie Scotland"" (1935), ""Flying Deuces"" (1939) and so many more gut-wrenching, laugh-til-you-choke classic comedies, in a film such as this.<br /><br />But fighters and ballplayers do it all the time. They stay in the game one season or one fight too many. In this case, while is morbidly fascinating to see Laurel & Hardy at this late stage in their legendary careers, they, too, stuck around for one too many.",0,1
"First, let me start by saying that I am a Laurel and Hardy buff. I have read every book printed about them, and have seen all of their available films more than once. I even took a chance once, and called Stan on the telephone. He was very kind, and spoke with me for over ten minutes. I followed with a letter, and he wrote me a letter back. I still have that letter.<br /><br />This film has some fine comedy moments, but Stan and Ollie are not up to their usual form. Stan was gravely ill during the production and looked worse than he did ten years later. In my opinion, any Laurel and Hardy film is worth seeing.<br /><br />But the Ultimate opinion of this film comes from the great Stan Laurel himself. To quote him, ""This film should never have been made.""",0,1
